text,outcome
Average daily deaths recorded in Brazil in 2020 is lower than 2019.,fake
The swabs used in COVID-19 RT-PCR testes can damage your blood-brain barrier.,fake
Video says face masks are ineffective in mitigating transmission of COVID-19 and are harmful to the wearer.,fake
The coronavirus is an amplified bacterium and is related to 5G.,fake
Average daily deaths recorded in Brazil in 2020 is lower than 2019.,fake
A video of a man attacking a cashier at a McDonaldâ€™s restaurant has been viewed thousands of times in multiple posts on Facebook alongside a claim it happened in Singapore.,fake
A text that ensures that the guava tree leaf can â€œprevent or reverseâ€ the effects of COVID-19.,fake
An article stating that 25 police officers tested positive to Covid-19 after assisting positive migrants.,fake
A student from Pondicherry University has found a home remedy for COVID-19 that has been accepted by World Health Organization (WHO),fake
Ghanaâ€™s president said the coronavirus was created in a laboratory.,fake
A supposed doctor recommends in a video inhaling â€œantiseptic alcoholâ€ to â€œfight the new coronavirusâ€,fake
Ecuador found the cure for coronavirus.,fake
"Anthony Fauci is married to the sister of Ghislaine Maxwell, who was arrested in the U.S on charges of human trafficking.",fake
"The new vaccine contains â€œRNAâ€ Digitizable replicator that is activated with 5g, so that the virus can reactivate after the patient recovers",fake
Nasser Ziberi tested positive for COVID-19,fake
"A photo claims to show Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.",fake
"An image that claims that an alleged therapy called biomagnetism is capable can wipe out â€œall kinds of viruses, bacteria, fungi and parasitesâ€, including the coronavirus â€œquickly and effectively.â€",fake
"The new vaccine contains â€œRNAâ€ Digitizable replicator that is activated with 5g, so that the virus can reactivate after the patient recovers",fake
Nasser Ziberi tested positive for COVID-19,fake
A web article stating that Kazakhstan is dealing with a new outbreak of a particular kind of pneumonia which is â€œmore dangerous than Covid-19â€.,fake
A student from Pondicherry University in India has found a home remedy for COVID-19 that has been accepted by World Health Organization (WHO).,fake
"The mayor of Porto Alegre, Brazil, removed the benches of RedenÃ§Ã£o Park as a measure against people meeting up.",fake
"A photo claims to show Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.",fake
Deaths from other causes are â€˜passedâ€™ as COVID-19.,fake
"A 15-minute video in which the President of the Republic of Ghana, Nana Akufo-Addo, allegedly reveals that the coronavirus has been created in a laboratory and spread throughout the world.",fake
"Biggest public hospital in Fortaleza (CearÃ¡, Brasil) has no covid-19 patients.",fake
A press release from the Chinese Embassy in Kazakhstan alerting to an alleged new pneumonia whose case fatality rate is â€œmuch higherâ€ than that of COVID-19.,fake
"The WHO approved a Chinese vaccine against COVID-19 that costs US$10000 per dose; it also forbade tests with an American vaccine, which would be given at very low cost.",fake
Doctors perfoms a c-section in COVID-19 pacient and give birth to a baby without cuttin the membrane that protects him as a way to prevent contamination,fake
"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the â€œWuhan lab in 2015.â€",fake
Masks produce hypoxia and hypercapnia.,fake
"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the â€œWuhan lab in 2015.â€",fake
Video claims that Brazilian media outlets choose irrelevant scientists to talk about the pandemic.,fake
The U.S. government has approved a second round of coronavirus stimulus payments to everyone who signs up â€” and that the money will be forthcoming in â€œ5-7 business days.â€,fake
The WHO claimed that â€œmaybe there was no need for a lockdownâ€.,fake
Claim that Secretary of Education Betsy DeVos said â€˜onlyâ€™ .02% of kids are likely to die when they go back to school during the pandemic.,fake
WHO warns that wearing masks is unnecessary for healthy people.,fake
"Fiocruz, a Brazilian state-owned science institute, developed the ChAdOx1 nCov-2019. Then, they offered it to Oxford University, because they were not getting any support from Jair Bolsonaro.",fake
"Home treatment based in ivermectin, chloroquine, azithromycin and vitamins can cure the infection caused by the novel coronavirus.",fake
"Manuel Elkin Patarroyo, a famous Colombian scientific, wrote a message about the coronavirus and sided against the WHO.",fake
A claim that a video Amitabh Bacchan praising Nanavathi Hospital COVID warriors was just released.,fake
Masks are dangerous,fake
Africa managed the pandemic by prescribing ivermectin.,fake
Covid-19 test using a swab is used to â€œcollect DNAâ€ from the population.,fake
Seasonal influenza vaccination will be mandatory in Georgia this fall. COVID-19 mortality rates are significantly lower than the fatalities caused by other viruses.,fake
A video shows monkeys attacking Gandhi Hospital in Hyderabad,fake
Seasonal influenza vaccination will be mandatory in Georgia this fall. COVID-19 mortality rates are significantly lower than the fatalities caused by other viruses.,fake
Claim that Secretary of Education Betsy DeVos said â€˜onlyâ€™ .02% of kids are likely to die when they go back to school during the pandemic.,fake
Covid-19 test using a swab is used to â€œcollect DNAâ€ from the population.,fake
"Telangana celebrity, lyricist Suddala Ashok Teja died due to a coronavirus infection.",fake
"The youngest patient who died from COVID-19 in Macedonia, at the age of 24, was actually a victim of medical negligence.",fake
Deaths from COVID-19 are nearing zero in the U.S.,fake
Sechenov First Moscow State Medical University in Russia has completed the clinical trials for the â€œworldâ€™s first COVID-19 vaccine.â€,fake
"Mayor of Cali, Colombia, will close the city for 14 days due to coronavirus.",fake
Pistol shaped infrared themometers are dangerous and can burn neurons.,fake
A fake document which says that the Italian government is extending the state of emergency until Spring 2021.,fake
The COVI-PASS mobile application is collaborating with the Portuguese Government.,fake
"PAHO, the PanAmerican health organisation, has conducted studies of Ivermectin and there is scientific evidence of its efficacy against Covid-19.",fake
Publications suggest it would be better to test for COVID-19 with saliva than through the nose,fake
Adidas is donating shoes in a campaign against the new coronavirus.,fake
Telangana Chief Minister is being treated for COVID-19 infection in Yashoda Hospitals,fake
The new coronavirus settles faster in a dry throat.,fake
Helicopters will fly over the entirety of Luzon to spray unspecified substances against the coronavirus.,fake
"While everyone was worried about COVID-19, the Chamber of Deputies approved two bills which legalize abortion.",fake
